"2014 Form EIA-860 Data - Schedule 3, 'Generator Data' (Retired & Canceled Units Only)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Technology,Prime Mover,Unit Code,Ownership,Duct Burners,Can Bypass Heat Recovery Steam Generator?,RTO/ISO LMP Node Designation,RTO/ISO Location Designation for Reporting Wholesale Sales Data to FERC,Nameplate Capacity (MW),Nameplate Power Factor,Summer Capacity (MW),Winter Capacity (MW),Minimum Load (MW),Uprate or Derate Completed During Year,Month Uprate or Derate Completed,Year Uprate or Derate Completed,Status,Synchronized to Transmission Grid,Operating Month,Operating Year,Retirement Month,Retirement Year,Associated with Combined Heat and Power System,Sector Name,Sector,Topping or Bottoming,Energy Source 1,Energy Source 2,Energy Source 3,Energy Source 4,Energy Source 5,Energy Source 6,Startup Source 1,Startup Source 2,Startup Source 3,Startup Source 4,Solid Fuel Gasification System?,Carbon Capture Technology?,"Turbines, Inverters, or Hydrokinetic Buoys",Time from Cold Shutdown to Full Load,Fluidized Bed Technology?,Pulverized Coal Technology?,Stoker Technology?,Other Combustion Technology?,Subcritical Technology?,Supercritical Technology?,Ultrasupercritical Technology?,Cofire Fuels?,Switch Between Oil and Natural Gas?
772,Archer Daniels Midland Co,10860,Archer Daniels Midland Clinton,IA,Clinton,GEN1,Conventional Steam Coal,ST,,S,X,X,,,7.5, ,7.5,7.5, ,, , ,RE,X,1,1954,10,2008,Y,Industrial CHP,7,T,BIT,NG,,,,,NG,,,,N,, ,,,Y,,,,,,N,N
772,Archer Daniels Midland Co,10860,Archer Daniels Midland Clinton,IA,Clinton,GEN2,Conventional Steam Coal,ST,,S,X,X,,,3.5, ,3.5,3.5, ,, , ,RE,X,1,1940,10,2008,Y,Industrial CHP,7,T,BIT,NG,,,,,NG,,,,N,, ,,,Y,,,,,,N,N
772,Archer Daniels Midland Co,10860,Archer Daniels Midland Clinton,IA,Clinton,GEN3,Conventional Steam Coal,ST,,S,X,X,,,9.4, ,9.4,9.4, ,, , ,RE,X,1,1965,10,2008,Y,Industrial CHP,7,T,BIT,NG,,,,,NG,,,,N,, ,,,Y,,,,,,N,N
772,Archer Daniels Midland Co,10860,Archer Daniels Midland Clinton,IA,Clinton,GEN4,Conventional Steam Coal,ST,,S,X,X,,,4.0, ,4.0,4.0, ,, , ,RE,X,1,1974,10,2008,Y,Industrial CHP,7,T,BIT,NG,,,,,NG,,,,,, ,,,Y,,,,,,N,N
772,Archer Daniels Midland Co,10860,Archer Daniels Midland Clinton,IA,Clinton,GEN5,Conventional Steam Coal,ST,,S,X,X,,,7.0, ,7.0,7.0, ,, , ,RE,X,4,1991,10,2008,Y,Industrial CHP,7,T,BIT,NG,,,,,NG,,,,,, ,,,Y,,,,,,N,N
772,Archer Daniels Midland Co,10863,Archer Daniels Midland Mankato,MN,Blue Earth,GEN2,Natural Gas Steam Turbine,ST,,S,X,X,,,4.4, ,4.4,4.4, ,, , ,RE,X,1,1999,6,1999,Y,Industrial CHP,7,T,NG,,,,,,,,,,N,, ,,,,,,,,,,
772,Archer Daniels Midland Co,10866,Archer Daniels Midland Peoria,IL,Peoria,GEN1,Conventional Steam Coal,ST,,S,X,X,No sales,No sales,1.5, ,1.5,1.5, ,, , ,RE,X,1,1934,8,2013,Y,Industrial CHP,7,T,BIT,NG,,,,,NG,,,,N,, ,,,N,,,Y,,,N,N
772,Archer Daniels Midland Co,10866,Archer Daniels Midland Peoria,IL,Peoria,GEN2,Conventional Steam Coal,ST,,S,X,X,,,1.5, ,1.5,1.5, ,, , ,RE,X,1,1934,12,2011,Y,Industrial CHP,7,T,BIT,NG,,,,,NG,,,,N,, ,,,N,,,Y,,,N,N
772,Archer Daniels Midland Co,10866,Archer Daniels Midland Peoria,IL,Peoria,GEN3,Conventional Steam Coal,ST,,S,X,X,,,4.0, ,4.0,4.0, ,, , ,RE,X,1,1954,12,2011,Y,Industrial CHP,7,T,BIT,NG,,,,,NG,,,,N,, ,,,N,,,Y,,,N,N
772,Archer Daniels Midland Co,10866,Archer Daniels Midland Peoria,IL,Peoria,GEN4,Conventional Steam Coal,ST,,S,X,X,,,4.0, ,4.0,4.0, ,, , ,RE,X,1,1985,12,2011,Y,Industrial CHP,7,T,BIT,NG,,,,,NG,,,,N,, ,,,N,,,Y,,,N,N
772,Archer Daniels Midland Co,10866,Archer Daniels Midland Peoria,IL,Peoria,GEN5,Conventional Steam Coal,ST,,S,X,X,,,4.0, ,4.0,4.0, ,, , ,RE,X,1,1985,12,2012,Y,Industrial CHP,7,T,BIT,NG,,,,,NG,,,,N,, ,,,N,,,Y,,,N,N
772,Archer Daniels Midland Co,10866,Archer Daniels Midland Peoria,IL,Peoria,GEN8,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,13.0, ,10.0,13.0, ,, , ,RE,X,3,1996,12,2011,Y,Industrial CHP,7,T,NG,,,,,,,,,,N,, ,,,,,,,,,,
772,Archer Daniels Midland Co,54310,Galesburg,IL,Knox,GEN1,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,1.0, ,1.0,1.0, ,, , ,RE,X,8,1992,1,2012,Y,Industrial CHP,7,T,NG,,,,,,,,,,N,, ,,,,,,,,,,
772,Archer Daniels Midland Co,54310,Galesburg,IL,Knox,GEN2,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,1.0, ,1.0,1.0, ,, , ,RE,X,8,1992,1,2012,Y,Industrial CHP,7,T,NG,,,,,,,,,,N,, ,,,,,,,,,,
772,Archer Daniels Midland Co,54310,Galesburg,IL,Knox,GEN3,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,1.0, ,1.0,1.0, ,, , ,RE,X,8,1992,1,2012,Y,Industrial CHP,7,T,NG,,,,,,,,,,N,, ,,,,,,,,,,
772,Archer Daniels Midland Co,54311,Archer Daniels Midland Little Rock,AR,Pulaski,GEN1,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,1.0, ,1.0,1.0, ,, , ,RE,X,2,1993,1,2001,Y,Industrial CHP,7,T,NG,,,,,,,,,,N,, ,,,,,,,,,,
772,Archer Daniels Midland Co,54311,Archer Daniels Midland Little Rock,AR,Pulaski,GEN2,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,1.0, ,1.0,1.0, ,, , ,RE,X,2,1993,1,2001,Y,Industrial CHP,7,T,NG,,,,,,,,,,N,, ,,,,,,,,,,
772,Archer Daniels Midland Co,54311,Archer Daniels Midland Little Rock,AR,Pulaski,GEN3,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,1.0, ,1.0,1.0, ,, , ,RE,X,2,1993,1,2001,Y,Industrial CHP,7,T,NG,,,,,,,,,,N,, ,,,,,,,,,,
772,Archer Daniels Midland Co,54311,Archer Daniels Midland Little Rock,AR,Pulaski,GEN4,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,1.0, ,1.0,1.0, ,, , ,RE,X,2,1993,1,2001,Y,Industrial CHP,7,T,NG,,,,,,,,,,N,, ,,,,,,,,,,
772,Archer Daniels Midland Co,54312,Archer Daniels Midland Taylorville,IL,Christian,GEN1,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,4.6, ,4.0,4.6, ,, , ,RE,X,5,1994,1,2003,Y,Industrial CHP,7,T,NG,,,,,,,,,,N,, ,,,,,,,,,,
772,Archer Daniels Midland Co,55046,Mansfield,MA,Bristol,GEN1,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,1.0, ,1.0,1.0, ,, , ,RE,X,11,1993,5,2011,Y,Industrial CHP,7,T,NG,,,,,,,,,,N,, ,,,,,,,,,,
772,Archer Daniels Midland Co,55046,Mansfield,MA,Bristol,GEN2,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,1.0, ,1.0,1.0, ,, , ,RE,X,11,1993,5,2011,Y,Industrial CHP,7,T,NG,,,,,,,,,,N,, ,,,,,,,,,,
772,Archer Daniels Midland Co,55046,Mansfield,MA,Bristol,GEN3,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,1.0, ,1.0,1.0, ,, , ,RE,X,11,1993,5,2011,Y,Industrial CHP,7,T,NG,,,,,,,,,,N,, ,,,,,,,,,,
772,Archer Daniels Midland Co,55638,Walhalla,ND,Pembina,GEN1,Conventional Steam Coal,ST,,S,X,X,,,2.0, ,2.0,2.0, ,, , ,RE,X,12,2000,4,2012,Y,Industrial CHP,7,T,SUB,,,,,,NG,,,,N,, ,,,,,,Y,,,,
792,City of Argyle - (WI),7810,Argyle,WI,LAFAYETTE,2A,Petroleum Liquids,IC,,S,X,X,,,1.1, ,1.1,1.1, ,N, , ,RE,X,0,1973,9,2003,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,10M,,,,,,,,,
792,City of Argyle - (WI),7810,Argyle,WI,LAFAYETTE,4,Petroleum Liquids,IC,,S,X,X,,,1.1, ,1.1,1.1, ,N, , ,RE,X,10,1989,9,2003,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,,,,,,,,,,
794,Apollo Energy Corp,54390,Kamaoa Wind Farm,HI,Hawaii,GEN1,Onshore Wind Turbine,WT,,S,X,X,,,9.2, ,9.2,9.2, ,, , ,RE,X,7,1987,8,2006,N,IPP Non-CHP,2,X,WND,,,,,,,,,,,,37,,,,,,,,,,
803,Arizona Public Service Co,112,Childs,AZ,Yavapai,1,Conventional Hydroelectric,HY,,S,X,X,,,1.8, ,1.4,1.4, ,, , ,RE,X,6,1909,6,2005,N,Electric Utility,1,X,WAT,,,,,,,,,,N,, ,,,,,,,,,,
803,Arizona Public Service Co,112,Childs,AZ,Yavapai,2,Conventional Hydroelectric,HY,,S,X,X,,,1.8, ,1.4,1.4, ,, , ,RE,X,7,1909,6,2005,N,Electric Utility,1,X,WAT,,,,,,,,,,N,, ,,,,,,,,,,
803,Arizona Public Service Co,112,Childs,AZ,Yavapai,3,Conventional Hydroelectric,HY,,S,X,X,,,1.8, ,1.4,1.4, ,, , ,RE,X,9,1909,6,2005,N,Electric Utility,1,X,WAT,,,,,,,,,,N,, ,,,,,,,,,,
803,Arizona Public Service Co,115,Irving,AZ,Yavapai,1,Conventional Hydroelectric,HY,,S,X,X,,,1.6, ,1.4,1.4, ,N, , ,RE,X,4,1916,6,2005,N,Electric Utility,1,X,WAT,,,,,,,,,,N,, ,,,,,,,,,,
803,Arizona Public Service Co,117,West Phoenix,AZ,Maricopa,4,Natural Gas Steam Turbine,ST,,S,X,X,,,34.5,0.850,33.3,33.3, ,, , ,RE,X,7,1948,12,2002,N,Electric Utility,1,X,NG,DFO,,,,,,,,,,N, ,,,,,,,,,,
803,Arizona Public Service Co,117,West Phoenix,AZ,Maricopa,5,Natural Gas Steam Turbine,ST,,S,X,X,,,16.0,0.850,12.0,12.0, ,, , ,RE,X,6,1949,12,2002,N,Electric Utility,1,X,NG,DFO,,,,,,,,,,N, ,,,,,,,,,,
803,Arizona Public Service Co,117,West Phoenix,AZ,Maricopa,6,Natural Gas Steam Turbine,ST,,S,X,X,,,69.0,0.850,63.0,63.0, ,, , ,RE,X,4,1950,12,2002,N,Electric Utility,1,X,NG,DFO,,,,,,,,,,N, ,,,,,,,,,,
803,Arizona Public Service Co,118,Saguaro,AZ,Pinal,1,Natural Gas Steam Turbine,ST,,S,X,X,,,125.0,0.850,110.0,110.0, ,N, , ,RE,X,7,1954,7,2013,N,Electric Utility,1,X,NG,RFO,DFO,,,,NG,,,,N,, ,12H,,,,,,,,N,Y
803,Arizona Public Service Co,118,Saguaro,AZ,Pinal,2,Natural Gas Steam Turbine,ST,,S,X,X,,,125.0,0.850,100.0,100.0, ,N, , ,RE,X,6,1955,7,2013,N,Electric Utility,1,X,NG,RFO,DFO,,,,NG,,,,N,, ,12H,,,,,,,,N,Y
803,Arizona Public Service Co,118,Saguaro,AZ,Pinal,PV1,Solar Thermal without Energy Storage,OT,,S,X,X,,,1.0, ,1.0,1.0, ,N, , ,RE,X,12,2005,4,2013,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,
803,Arizona Public Service Co,2442,Four Corners,NM,San Juan,1,Conventional Steam Coal,ST,,S,X,X,,,190.0,0.900,170.0,170.0, ,N, , ,RE,X,5,1963,12,2013,N,Electric Utility,1,X,BIT,SUB,,,,,NG,,,,N,, ,OVER,,Y,,,Y,,,,
803,Arizona Public Service Co,2442,Four Corners,NM,San Juan,2,Conventional Steam Coal,ST,,S,X,X,,,190.0,0.900,170.0,170.0, ,N, , ,RE,X,6,1963,12,2013,N,Electric Utility,1,X,BIT,SUB,,,,,NG,,,,N,, ,OVER,,Y,,,Y,,,,
803,Arizona Public Service Co,2442,Four Corners,NM,San Juan,3,Conventional Steam Coal,ST,,S,X,X,,,253.4,0.900,220.0,220.0, ,N, , ,RE,X,8,1964,12,2013,N,Electric Utility,1,X,BIT,SUB,,,,,NG,,,,N,, ,OVER,,Y,,,Y,,,,
803,Arizona Public Service Co,55522,Sundance,AZ,Pinal,CT11,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,45.0, ,38.0,40.0, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,1H,,,,,,,,,
803,Arizona Public Service Co,55522,Sundance,AZ,Pinal,CT12,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,45.0, ,38.0,40.0, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,,,,,,,,,,
803,Arizona Public Service Co,56228,Prescott Airport,AZ,Yavapai,PV2,Solar Photovoltaic,PV,,S,X,X,,,7.0, ,7.0,7.0, ,N, , ,IP,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,
803,Arizona Public Service Co,57324,Luke Solar,AZ,Maricopa,PV1,Solar Photovoltaic,PV,,S,X,X,,,15.0, ,12.8,14.0, ,N, , ,IP,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,
814,Entergy Arkansas Inc,167,Cecil Lynch,AR,Pulaski,2,Natural Gas Steam Turbine,ST,,S,X,X,,,69.0, ,60.0,60.0, ,, , ,RE,X,7,1949,6,2013,N,Electric Utility,1,X,NG,DFO,,,,,NG,,,,N,, ,,,,,,,,,,
814,Entergy Arkansas Inc,167,Cecil Lynch,AR,Pulaski,3,Natural Gas Steam Turbine,ST,,S,X,X,,,156.2, ,110.0,110.0, ,, , ,RE,X,6,1954,12,2013,N,Electric Utility,1,X,NG,DFO,,,,,NG,,,,N,, ,,,,,,,,,,
814,Entergy Arkansas Inc,167,Cecil Lynch,AR,Pulaski,4,Petroleum Liquids,IC,,S,X,X,,,5.8, ,5.0,5.0, ,, , ,RE,X,7,1967,5,2013,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,
814,Entergy Arkansas Inc,168,Hamilton Moses,AR,St Francis,1,Natural Gas Steam Turbine,ST,,S,X,X,,,69.0, ,67.0,68.0, ,, , ,RE,X,5,1951,2,2013,N,Electric Utility,1,X,NG,RFO,,,,,NG,,,,N,, ,,,,,,,,,,
814,Entergy Arkansas Inc,168,Hamilton Moses,AR,St Francis,2,Natural Gas Steam Turbine,ST,,S,X,X,,,69.0, ,67.0,67.0, ,, , ,RE,X,5,1951,2,2013,N,Electric Utility,1,X,NG,RFO,,,,,NG,,,,N,, ,,,,,,,,,,
814,Entergy Arkansas Inc,169,Harvey Couch,AR,Lafayette,1,Natural Gas Steam Turbine,ST,,S,X,X,,,26.5, ,12.0,12.0, ,, , ,RE,X,10,1943,3,2011,N,Electric Utility,1,X,NG,,,,,,NG,,,,N,, ,,,,,,,,,,
814,Entergy Arkansas Inc,169,Harvey Couch,AR,Lafayette,2,Natural Gas Steam Turbine,ST,,S,X,X,,,156.2, ,123.0,123.0, ,, , ,RE,X,8,1954,12,2013,N,Electric Utility,1,X,NG,,,,,,NG,,,,N,, ,,,,,,,,,,
814,Entergy Arkansas Inc,170,Lake Catherine,AR,Hot Spring,1,Natural Gas Steam Turbine,ST,,S,X,X,,,40.0, ,47.0,47.0, ,, , ,RE,X,4,1950,12,2013,N,Electric Utility,1,X,NG,,,,,,NG,,,,N,, ,,,,,,,,,,
814,Entergy Arkansas Inc,170,Lake Catherine,AR,Hot Spring,2,Natural Gas Steam Turbine,ST,,S,X,X,,,40.0, ,45.0,47.0, ,, , ,RE,X,8,1950,12,2013,N,Electric Utility,1,X,NG,,,,,,NG,,,,N,, ,,,,,,,,,,
814,Entergy Arkansas Inc,170,Lake Catherine,AR,Hot Spring,3,Natural Gas Steam Turbine,ST,,S,X,X,,,119.5, ,96.0,96.0, ,, , ,RE,X,4,1953,12,2013,N,Electric Utility,1,X,NG,,,,,,NG,,,,N,, ,,,,,,,,,,
814,Entergy Arkansas Inc,171,Mabelvale,AR,Pulaski,2,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,19.5, ,14.0,16.0, ,, , ,RE,X,12,1970,12,2013,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,,
814,Entergy Arkansas Inc,171,Mabelvale,AR,Pulaski,4,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,19.5, ,14.0,16.0, ,, , ,RE,X,12,1970,12,2013,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,,
814,Entergy Arkansas Inc,173,Robert E Ritchie,AR,Phillips,1,Natural Gas Steam Turbine,ST,,S,X,X,,,359.0, ,300.0,300.0, ,, , ,RE,X,6,1961,2,2013,N,Electric Utility,1,X,NG,,,,,,NG,,,,N,, ,,,,,,,,,,
814,Entergy Arkansas Inc,173,Robert E Ritchie,AR,Phillips,2,Natural Gas Steam Turbine,ST,,W,X,X,,,544.6, ,544.0,544.0, ,, , ,RE,X,3,1968,11,2013,N,Electric Utility,1,X,NG,,,,,,NG,,,,N,, ,,,,,,,,,,
814,Entergy Arkansas Inc,173,Robert E Ritchie,AR,Phillips,GT1,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,19.5, ,16.0,16.0, ,, , ,RE,X,10,1970,6,2013,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,,,,,,,,,,
814,Entergy Arkansas Inc,55418,Hot Spring Generating Facility,AR,Hot Spring,CT3,Natural Gas Fired Combined Cycle,CT,,W,X,,,,198.9, ,173.8,191.5, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,,,,,,,,,,
814,Entergy Arkansas Inc,55418,Hot Spring Generating Facility,AR,Hot Spring,CT4,Natural Gas Fired Combined Cycle,CT,,W,X,,,,198.9, ,173.8,191.5, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,,,,,,,,,,
814,Entergy Arkansas Inc,55418,Hot Spring Generating Facility,AR,Hot Spring,ST2,Natural Gas Fired Combined Cycle,CA,,S,Y,X,,,317.1, ,304.4,301.5, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,,,,,,,,,,
867,ARCO Products Co-Watson,50216,Watson Cogeneration,CA,Los Angeles,GN97,Natural Gas Fired Combined Cycle,CT,,J,X,N,,,94.2, ,79.6,90.5, ,, , ,IP,X, , , , ,Y,Industrial CHP,7,,NG,,,,,,,,,,N,, ,,,,,,,,,,
900,Asbury Park Press Inc,10157,Asbury Park Press,NJ,Monmouth,ENG1,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,0.7,0.800,0.7,0.7,0.2,N, , ,RE,X,5,1987,5,2014,Y,Industrial CHP,7,T,NG,PG,,,,,,,,,N,N, ,1H,,,,,,,,N,N
900,Asbury Park Press Inc,10157,Asbury Park Press,NJ,Monmouth,ENG2,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,0.7,0.800,0.7,0.7,0.2,N, , ,RE,X,5,1987,5,2014,Y,Industrial CHP,7,T,NG,PG,,,,,,,,,N,N, ,1H,,,,,,,,N,N
911,City of Ashland - (KS),1259,Ashland,KS,Clark,4,Petroleum Liquids,IC,,S,X,X,,,1.2,0.900,1.1,1.1,0.6,N, , ,RE,X,4,1958,1,2014,N,Electric Utility,1,X,DFO,,,,,,,,,,N,Y, ,1H,,,,,,,,,
924,"Associated Electric Coop, Inc",7749,Essex,MO,Stoddard,2,,GT,,S,X,X,,,108.0, , , , ,N, , ,IP,X, , , , ,N,Electric Utility,1,X,,,,,,,,,,,N,, ,,,,,,,,,,
986,Aurora Energy LLC,79,Aurora Energy LLC Chena,AK,Fairbanks North Star,3,Conventional Steam Coal,ST,,S,X,X,,,1.5, ,1.5,1.5, ,N, , ,RE,X,6,1952,8,2009,Y,IPP CHP,3,T,SUB,,,,,,WDS,DFO,,,N,, ,12H,,,N,Y,Y,,,N,
986,Aurora Energy LLC,79,Aurora Energy LLC Chena,AK,Fairbanks North Star,7,Conventional Steam Coal,ST,,S,X,X,,,2.3, ,2.3,2.3, ,N, , ,IP,X, , , , ,N,IPP CHP,3,X,SUB,,,,,,,,,,N,, ,12H,,,,Y,Y,,,N,
991,Air Products & Chemicals Inc,10639,New Orleans,LA,Orleans,GEN1,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,23.4, ,19.0,23.4, ,, , ,RE,X,12,1984,9,2005,Y,Industrial CHP,7,T,NG,,,,,,,,,,N,, ,,,,,,,,,,
991,Air Products & Chemicals Inc,10639,New Orleans,LA,Orleans,GEN2,Natural Gas Steam Turbine,ST,,S,X,X,,,7.8, ,4.0,4.0, ,, , ,RE,X,6,1995,6,2010,Y,Industrial CHP,7,T,NG,,,,,,NG,,,,N,, ,,,,,,,,,,
1009,City of Austin - (MN),1960,Austin Downtown,MN,Mower,1,Natural Gas Steam Turbine,ST,,S,X,X,,,5.0, ,5.3,5.3, ,, , ,RE,X,6,1940,12,2012,N,Electric Utility,1,X,NG,RFO,,,,,NG,,,,N,, ,,,,,,,,,,
1009,City of Austin - (MN),1960,Austin Downtown,MN,Mower,2,Natural Gas Steam Turbine,ST,,S,X,X,,,3.5, ,3.5,3.5, ,, , ,RE,X,6,1935,12,2012,N,Electric Utility,1,X,NG,RFO,,,,,NG,,,,,, ,,,,,,,,,,
1009,City of Austin - (MN),1960,Austin Downtown,MN,Mower,3,Natural Gas Steam Turbine,ST,,S,X,X,,,7.5, ,8.8,8.8, ,, , ,RE,X,6,1946,12,2012,N,Electric Utility,1,X,NG,RFO,,,,,NG,,,,,, ,,,,,,,,,,
1009,City of Austin - (MN),1960,Austin Downtown,MN,Mower,4,Natural Gas Steam Turbine,ST,,S,X,X,,,11.5, ,12.2,12.2, ,, , ,RE,X,6,1955,12,2012,N,Electric Utility,1,X,NG,RFO,,,,,NG,,,,,, ,,,,,,,,,,
1009,City of Austin - (MN),1960,Austin Downtown,MN,Mower,5,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,6.0, ,5.4,5.4, ,, , ,RE,X,6,1961,12,2013,N,Electric Utility,1,X,NG,,,,,,,,,,,, ,,,,,,,,,,
1015,Austin Energy,3548,Decker Creek,TX,Travis,PV3,Solar Photovoltaic,PV,,S,X,X,,,0.3, ,0.3,0.3, ,, , ,RE,X,7,1987,6,2001,N,Electric Utility,1,X,SUN,,,,,,,,,,,,0,,,,,,,,,,
1015,Austin Energy,3549,Holly Street,TX,Travis,1,Natural Gas Steam Turbine,ST,,S,X,X,,,100.0, ,100.0,100.0, ,, , ,RE,X,11,1960,12,2004,N,Electric Utility,1,X,NG,DFO,,,,,,,,,,, ,,,,,,,,,,
1015,Austin Energy,3549,Holly Street,TX,Travis,2,Natural Gas Steam Turbine,ST,,S,X,X,,,100.0, ,100.0,100.0, ,, , ,RE,X,6,1964,12,2004,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,,
1015,Austin Energy,3549,Holly Street,TX,Travis,3,Natural Gas Steam Turbine,ST,,S,X,X,,,165.0, ,195.0,195.0, ,, , ,RE,X,7,1967,9,2007,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,,,,,,,,,,
1015,Austin Energy,3549,Holly Street,TX,Travis,4,Natural Gas Steam Turbine,ST,,S,X,X,,,193.0, ,196.0,196.0, ,, , ,RE,X,7,1974,9,2007,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,,,,,,,,,,
1015,Austin Energy,56373,Domain Integrated Energy System,TX,TRAVIS,DOMG1,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,5.0, ,5.0,5.0, ,, , ,RE,X,6,2004,2,2013,Y,Electric Utility,1,T,NG,,,,,,,,,,N,, ,,,,,,,,,,
1172,Bancroft Municipal Utilities,1125,Bancroft,IA,Kossuth,4,Petroleum Liquids,IC,,S,X,X,,,0.3,0.900,0.3,0.3,0.1,N, , ,RE,X,1,1948,2,2014,N,Electric Utility,1,X,DFO,,,,,,,,,,N,N, ,1H,,,,,,,,N,N
1179,Emera Maine,783,Basin Mills,ME,Penobscot,1,Conventional Hydroelectric,HY,,S,X,X,,,12.0, ,12.0,12.0, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,WAT,,,,,,,,,,N,, ,,,,,,,,,,
1179,Emera Maine,783,Basin Mills,ME,Penobscot,2,Conventional Hydroelectric,HY,,S,X,X,,,12.0, ,12.0,12.0, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,WAT,,,,,,,,,,N,, ,,,,,,,,,,
1179,Emera Maine,783,Basin Mills,ME,Penobscot,3,Conventional Hydroelectric,HY,,S,X,X,,,12.0, ,12.0,12.0, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,WAT,,,,,,,,,,N,, ,,,,,,,,,,
1179,Emera Maine,784,Veazie C,ME,Penobscot,1,Conventional Hydroelectric,HY,,S,X,X,,,8.0, ,8.0,8.0, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,WAT,,,,,,,,,,N,, ,,,,,,,,,,
1179,Emera Maine,1466,Bar Harbor,ME,Hancock,1,Petroleum Liquids,IC,,S,X,X,,,2.0, ,2.0,2.2, ,, , ,RE,X,11,1961,1,2012,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,N,N
1179,Emera Maine,1466,Bar Harbor,ME,Hancock,2,Petroleum Liquids,IC,,S,X,X,,,2.0,0.800,2.0,2.2,0.0,N, , ,RE,X,11,1961,5,2014,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,10M,,,,,,,,N,N
1179,Emera Maine,1466,Bar Harbor,ME,Hancock,3,Petroleum Liquids,IC,,S,X,X,,,2.0, ,2.0,2.2, ,, , ,RE,X,11,1961,1,2012,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,N,N
1179,Emera Maine,1466,Bar Harbor,ME,Hancock,4,Petroleum Liquids,IC,,S,X,X,,,2.0,0.800,2.0,2.2,0.0,N, , ,RE,X,11,1961,5,2014,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,10M,,,,,,,,,
1179,Emera Maine,1468,Eastport,ME,Washington,1,Petroleum Liquids,IC,,S,X,X,,,1.0, ,0.7,0.8, ,, , ,RE,X,12,1948,1,2012,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,N,N
1179,Emera Maine,1468,Eastport,ME,Washington,2,Petroleum Liquids,IC,,S,X,X,,,1.0, ,0.7,0.8, ,, , ,RE,X,12,1949,1,2012,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,N,N
1182,BASF Corporation,10320,Enka,NC,Buncombe,GE10,Conventional Steam Coal,ST,,S,X,X,,,4.0, ,3.7,3.8, ,, , ,RE,X,1,1948,6,2001,Y,Industrial CHP,7,T,BIT,,,,,,,,,,N,, ,,,,,,,,,,
