"2014 Form EIA-860 Data - Schedule 3, 'Generator Data' (Retired & Canceled Units Only)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Technology,Prime Mover,Unit Code,Ownership,Duct Burners,Can Bypass Heat Recovery Steam Generator?,RTO/ISO LMP Node Designation,RTO/ISO Location Designation for Reporting Wholesale Sales Data to FERC,Nameplate Capacity (MW),Nameplate Power Factor,Summer Capacity (MW),Winter Capacity (MW),Minimum Load (MW),Uprate or Derate Completed During Year,Month Uprate or Derate Completed,Year Uprate or Derate Completed,Status,Synchronized to Transmission Grid,Operating Month,Operating Year,Retirement Month,Retirement Year,Associated with Combined Heat and Power System,Sector Name,Sector,Topping or Bottoming,Energy Source 1,Energy Source 2,Energy Source 3,Energy Source 4,Energy Source 5,Energy Source 6,Startup Source 1,Startup Source 2,Startup Source 3,Startup Source 4,Solid Fuel Gasification System?,Carbon Capture Technology?,"Turbines, Inverters, or Hydrokinetic Buoys",Time from Cold Shutdown to Full Load,Fluidized Bed Technology?,Pulverized Coal Technology?,Stoker Technology?,Other Combustion Technology?,Subcritical Technology?,Supercritical Technology?,Ultrasupercritical Technology?,Cofire Fuels?,Switch Between Oil and Natural Gas?
13407,Nevada Power Co,2322,Clark (NVE),NV,Clark,1,Natural Gas Steam Turbine,ST,,S,X,X,,,50.0, ,42.0,42.0, ,N, , ,RE,X,12,1955,9,2005,N,Electric Utility,1,X,NG,RFO,,,,,,,,,,, ,,,,,,,,,Y,Y
13407,Nevada Power Co,2322,Clark (NVE),NV,Clark,2,Natural Gas Steam Turbine,ST,,S,X,X,,,65.0, ,66.0,69.0, ,N, , ,RE,X,7,1957,9,2005,N,Electric Utility,1,X,NG,RFO,,,,,,,,,,, ,,,,,,,,,N,Y
13407,Nevada Power Co,2322,Clark (NVE),NV,Clark,3,Natural Gas Steam Turbine,ST,,S,X,X,,,75.0, ,73.0,81.0, ,N, , ,RE,X,7,1961,9,2005,N,Electric Utility,1,X,NG,RFO,,,,,,,,,,, ,,,,,,,,,N,Y
13407,Nevada Power Co,2324,Reid Gardner,NV,Clark,1,Conventional Steam Coal,ST,,S,X,X,,,114.0,0.850,100.0,100.0,30.0,N, , ,RE,X,6,1965,12,2014,N,Electric Utility,1,X,BIT,,,,,,NG,,,,,, ,OVER,,Y,,,,,,,
13407,Nevada Power Co,2324,Reid Gardner,NV,Clark,2,Conventional Steam Coal,ST,,S,X,X,,,114.0,0.850,100.0,100.0,30.0,N, , ,RE,X,6,1968,12,2014,N,Electric Utility,1,X,BIT,,,,,,NG,,,,,, ,OVER,,Y,,,,,,,
13407,Nevada Power Co,2324,Reid Gardner,NV,Clark,3,Conventional Steam Coal,ST,,S,X,X,,,114.0,0.850,98.0,98.0,30.0,N, , ,RE,X,5,1976,12,2014,N,Electric Utility,1,X,BIT,,,,,,NG,,,,,, ,OVER,,Y,,,,,,,
13407,Nevada Power Co,2326,Sunrise,NV,Clark,1,Natural Gas Steam Turbine,ST,,S,X,X,,,81.6, ,80.0,80.0, ,, , ,RE,X,5,1964,12,2011,N,Electric Utility,1,X,NG,,,,,,,,,,,, ,,,,,,,,,,
13407,Nevada Power Co,2326,Sunrise,NV,Clark,2,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,85.0, ,69.0,76.0, ,, , ,RE,X,10,1974,12,2011,N,Electric Utility,1,X,NG,,,,,,,,,,,, ,,,,,,,,,,
13407,Nevada Power Co,56642,Ely Energy Center,NV,White Pine,1,Conventional Steam Coal,ST,,S,X,X,,,750.0, ,750.0,750.0, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,SUB,,,,,,,,,,N,, ,,,Y,,,,,,,
13407,Nevada Power Co,56642,Ely Energy Center,NV,White Pine,2,Conventional Steam Coal,ST,,S,X,X,,,750.0, ,750.0,750.0, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,SUB,,,,,,,,,,N,, ,,,Y,,,,,,,
13466,City of New Lisbon,4130,New Lisbon,WI,Juneau,1,Petroleum Liquids,IC,,S,X,X,,,0.1, ,0.1,0.1, ,, , ,RE,X,1,1930,12,2003,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,,,,,,,,,,
13466,City of New Lisbon,4130,New Lisbon,WI,Juneau,3,Petroleum Liquids,IC,,S,X,X,,,0.2, ,0.2,0.2, ,, , ,RE,X,1,1936,12,2003,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,,,,,,,,,,
13466,City of New Lisbon,4130,New Lisbon,WI,Juneau,4,Petroleum Liquids,IC,,S,X,X,,,0.3, ,0.3,0.3, ,, , ,RE,X,1,1948,12,2003,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,,,,,,,,,,
13478,Entergy New Orleans Inc,1407,A B Paterson,LA,Orleans,3,Natural Gas Steam Turbine,ST,,S,X,X,,,51.7, ,40.0,56.0, ,, , ,RE,X,4,1950,9,2010,N,Electric Utility,1,X,NG,RFO,,,,,,,,,N,, ,,,,,,,,,,
13478,Entergy New Orleans Inc,1407,A B Paterson,LA,Orleans,4,Natural Gas Steam Turbine,ST,,S,X,X,,,81.2, ,72.0,72.0, ,, , ,RE,X,12,1954,9,2010,N,Electric Utility,1,X,NG,RFO,,,,,,,,,N,, ,,,,,,,,,,
13478,Entergy New Orleans Inc,1407,A B Paterson,LA,Orleans,5,Petroleum Liquids,GT,,S,X,X,,,16.0, ,11.0,16.0, ,, , ,RE,X,9,1967,9,2010,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,
13478,Entergy New Orleans Inc,1409,Michoud,LA,Orleans,1,Natural Gas Steam Turbine,ST,,S,X,X,,,115.2, ,65.0,65.0, ,, , ,RE,X,5,1957,9,2011,N,Electric Utility,1,X,NG,RFO,,,,,,,,,N,, ,,,,,,,,,,
13480,New Prague Utilities Comm,1999,New Prague,MN,Le Sueur,1,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,1.4, ,1.0,1.0, ,, , ,RE,X,8,1948,1,2009,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,N,N
13511,New York State Elec & Gas Corp,2533,Keuka,NY,Steuben,1,Conventional Hydroelectric,HY,,S,X,X,,,2.0, ,1.9,1.8, ,N, , ,RE,X,88,1928,11,2006,N,Electric Utility,1,X,WAT,,,,,,,,,,N,, ,,,,,,,,,,
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,Queens,9,Petroleum Liquids,GT,,W,X,X,,,19.2,0.850, , ,0.0,N, , ,RE,X,1,1970,12,2002,N,IPP Non-CHP,2,X,KER,,,,,,,,,,,, ,12H,,,,,,,,,N
13584,NRG El Segundo Operations Inc,330,El Segundo Power,CA,Los Angeles,1,Natural Gas Steam Turbine,ST,,W,X,X,,,156.2, ,145.3,146.8, ,N, , ,RE,X,5,1955,12,2002,N,IPP Non-CHP,2,X,NG,OG,,,,,,,,,,, ,,,,,,,,,,
13584,NRG El Segundo Operations Inc,330,El Segundo Power,CA,Los Angeles,2,Natural Gas Steam Turbine,ST,,J,X,X,,,156.2, ,145.3,146.8, ,N, , ,RE,X,8,1956,12,2002,N,IPP Non-CHP,2,X,NG,OG,,,,,,,,,,, ,,,,,,,,,,
13584,NRG El Segundo Operations Inc,330,El Segundo Power,CA,Los Angeles,3,Natural Gas Steam Turbine,ST,,W,X,X,,,342.0, ,335.0,335.0,20.0,N, , ,RE,X,8,1964,7,2013,N,IPP Non-CHP,2,X,NG,,,,,,NG,,,,N,N, ,OVER,,,,,,,,,
13584,NRG El Segundo Operations Inc,341,Long Beach Generation LLC,CA,Los Angeles,CT5,Natural Gas Fired Combined Cycle,CT,,J,X,,,,63.0, ,63.0,63.0, ,, , ,RE,X,4,1977,12,2004,N,IPP Non-CHP,2,X,NG,,,,,,,,,,,, ,,,,,,,,,,
13584,NRG El Segundo Operations Inc,341,Long Beach Generation LLC,CA,Los Angeles,CT6,Natural Gas Fired Combined Cycle,CT,,J,X,,,,63.0, ,63.0,63.0, ,, , ,RE,X,4,1977,12,2004,N,IPP Non-CHP,2,X,NG,,,,,,,,,,,, ,,,,,,,,,,
13584,NRG El Segundo Operations Inc,341,Long Beach Generation LLC,CA,Los Angeles,CT7,Natural Gas Fired Combined Cycle,CT,,J,X,,,,63.0, ,63.0,63.0, ,, , ,RE,X,4,1977,12,2004,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,, ,,,,,,,,,,
13584,NRG El Segundo Operations Inc,341,Long Beach Generation LLC,CA,Los Angeles,ST8,Natural Gas Fired Combined Cycle,CA,,J,N,X,,,80.0, ,80.0,80.0, ,, , ,RE,X,12,1976,12,2004,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,, ,,,,,,,,,,
13584,NRG El Segundo Operations Inc,341,Long Beach Generation LLC,CA,Los Angeles,ST9,Natural Gas Fired Combined Cycle,CA,,J,N,X,,,66.4, ,63.0,63.0, ,, , ,RE,X,4,1977,12,2004,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,, ,,,,,,,,,,
13630,North Carolina Mun Power Agny #1,56058,"High Point, Jackson Lake",NC,Guilford,1,Petroleum Liquids,IC,,S,X,X,,,1.8, ,1.8,1.8, ,N, , ,RE,X,6,2002,11,2007,N,Electric Utility,1,X,DFO,,,,,,,,,,N,N, ,,,,,,,,,N,
13630,North Carolina Mun Power Agny #1,56060,Gastonia Rankin Lake,NC,Gaston,1,Petroleum Liquids,IC,,S,X,X,,,1.8, ,1.8,1.8, ,N, , ,RE,X,6,2002,9,2012,N,Electric Utility,1,X,DFO,,,,,,,,,,N,N, ,10M,,,,,,,,,
13630,North Carolina Mun Power Agny #1,56061,Gastonia Duke Street,NC,Gaston,1,Petroleum Liquids,IC,,S,X,X,,,1.8, ,1.8,1.8, ,N, , ,RE,X,6,2002,9,2012,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,,,,,,,,,,
13630,North Carolina Mun Power Agny #1,56065,Maiden Finger Street,NC,Catawba,1,Petroleum Liquids,IC,,S,X,X,,,1.8,0.800,1.8,1.8,0.1,N, , ,RE,X,6,2002,10,2012,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,
13630,North Carolina Mun Power Agny #1,56066,Lexington Hickory Street,NC,Davidson,1,Petroleum Liquids,IC,,S,X,X,,,1.8,0.800,1.8,1.8,0.1,N, , ,RE,X,6,2002,9,2012,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,
13642,Nome Joint Utility Systems,90,Snake River,AK,Nome,11,Petroleum Liquids,IC,,S,X,X,,,1.5, ,1.5,1.5, ,, , ,RE,X,3,1988,3,2011,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,
13642,Nome Joint Utility Systems,90,Snake River,AK,Nome,5,Petroleum Liquids,IC,,S,X,X,,,1.2, ,1.2,1.2, ,, , ,RE,X,1,1974,1,2001,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,
13642,Nome Joint Utility Systems,90,Snake River,AK,Nome,6,Petroleum Liquids,IC,,S,X,X,,,1.0, ,1.0,1.0, ,, , ,RE,X,1,1972,1,2008,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,
13642,Nome Joint Utility Systems,90,Snake River,AK,Nome,9,Petroleum Liquids,IC,,S,X,X,,,2.8, ,2.9,2.9, ,, , ,RE,X,12,1985,3,2011,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,
13681,North Branch Water & Light Comm,2002,North Branch (MN),MN,Chisago,1,Petroleum Liquids,IC,,S,X,X,,,0.9, ,0.8,0.8, ,, , ,RE,X,10,1960,12,2010,N,Electric Utility,1,X,DFO,NG,,,,,,,,,N,, ,,,,,,,,,N,Y
13681,North Branch Water & Light Comm,2002,North Branch (MN),MN,Chisago,2,Petroleum Liquids,IC,,S,X,X,,,1.4, ,1.2,1.2, ,, , ,RE,X,1,1971,12,2010,N,Electric Utility,1,X,DFO,NG,,,,,,,,,N,, ,,,,,,,,,N,Y
13697,North Central Power Co Inc,3996,Grimh,WI,Sawyer,1,Conventional Hydroelectric,HY,,S,X,X,,,0.1, ,0.1,0.1, ,, , ,RE,X,4,1928,12,2006,N,Electric Utility,1,X,WAT,,,,,,,,,,N,, ,,,,,,,,,,
13697,North Central Power Co Inc,3996,Grimh,WI,Sawyer,3,Conventional Hydroelectric,HY,,S,X,X,,,0.2, ,0.2,0.2, ,, , ,RE,X,4,1965,12,2006,N,Electric Utility,1,X,WAT,,,,,,,,,,N,, ,,,,,,,,,,
13697,North Central Power Co Inc,3996,Grimh,WI,Sawyer,IC1,Petroleum Liquids,IC,,S,X,X,,,0.8, ,0.6,0.6, ,, , ,RE,X,12,1951,12,2006,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,
13756,Northern Indiana Pub Serv Co,996,Dean H Mitchell,IN,Lake,11,Conventional Steam Coal,ST,,S,X,X,,,127.5, ,110.0,110.0, ,, , ,RE,X,5,1970,9,2010,N,Electric Utility,1,X,SUB,NG,,,,,NG,,,,N,, ,,,Y,,,Y,,,Y,
13756,Northern Indiana Pub Serv Co,996,Dean H Mitchell,IN,Lake,4,Natural Gas Steam Turbine,ST,,S,X,X,,,138.1, ,125.0,125.0, ,, , ,RE,X,12,1956,9,2010,N,Electric Utility,1,X,NG,SUB,,,,,NG,,,,N,, ,,,Y,,,Y,,,Y,N
13756,Northern Indiana Pub Serv Co,996,Dean H Mitchell,IN,Lake,5,Conventional Steam Coal,ST,,S,X,X,,,128.0, ,125.0,125.0, ,, , ,RE,X,5,1959,9,2010,N,Electric Utility,1,X,SUB,NG,,,,,NG,,,,N,, ,,,Y,,,Y,,,Y,
13756,Northern Indiana Pub Serv Co,996,Dean H Mitchell,IN,Lake,6,Conventional Steam Coal,ST,,S,X,X,,,128.0, ,125.0,125.0, ,, , ,RE,X,9,1959,9,2010,N,Electric Utility,1,X,SUB,NG,,,,,NG,,,,N,, ,,,Y,,,Y,,,Y,
13756,Northern Indiana Pub Serv Co,996,Dean H Mitchell,IN,Lake,9A,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,16.0, ,17.0,17.0, ,, , ,RE,X,12,1966,10,2013,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,,,,,,,,,,
13756,Northern Indiana Pub Serv Co,997,Michigan City,IN,LaPorte,2,Natural Gas Steam Turbine,ST,,S,X,X,,,70.0, ,60.0,60.0, ,, , ,RE,X,11,1950,9,2010,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,,,,,,N,,,,
13756,Northern Indiana Pub Serv Co,997,Michigan City,IN,LaPorte,3,Natural Gas Steam Turbine,ST,,S,X,X,,,70.0, ,60.0,60.0, ,, , ,RE,X,10,1951,9,2010,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,,,,,,N,,,,
13756,Northern Indiana Pub Serv Co,55364,Sugar Creek Power,IN,Vigo,CT21,Natural Gas Fired Combined Cycle,CT,,S,X,N,CIN.CC.SUGRCK,CIN.CC.SUGRCK,159.0, ,159.0,159.0, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,,,,,,,,,,,, ,,,,,,,,,,
13756,Northern Indiana Pub Serv Co,55364,Sugar Creek Power,IN,Vigo,CT22,Natural Gas Fired Combined Cycle,CT,,S,X,,,,154.3, ,154.3,154.3, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,,,,,,,,,,
13756,Northern Indiana Pub Serv Co,55364,Sugar Creek Power,IN,Vigo,ST2,Natural Gas Fired Combined Cycle,CA,,S,Y,X,,,195.4, ,195.4,195.4, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,,,,,,,,,,
13781,Northern States Power Co - Minnesota,1904,Black Dog,MN,Dakota,1,Conventional Steam Coal,ST,,S,X,X,,,81.0, ,71.7,50.0, ,N, , ,RE,X,8,1952,6,2002,N,Electric Utility,1,X,SUB,NG,,,,,,,,,,, ,,,,,,,,,,
13781,Northern States Power Co - Minnesota,1904,Black Dog,MN,Dakota,6,Natural Gas Fired Combined Cycle,CA,,S,Y,X,,,360.0, ,360.0,360.0, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,,,,,,,,,N,
13781,Northern States Power Co - Minnesota,1904,Black Dog,MN,Dakota,7,Natural Gas Fired Combined Cycle,CT,,S,X,,,,200.0, ,200.0,200.0, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,,,,,,,,,,
13781,Northern States Power Co - Minnesota,1904,Black Dog,MN,Dakota,8,Natural Gas Fired Combined Cycle,CT,,S,X,,,,200.0, ,200.0,200.0, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,,,,,,,,,,
13781,Northern States Power Co - Minnesota,1912,High Bridge,MN,Ramsey,5,Conventional Steam Coal,ST,,S,X,X,,,113.6, ,99.0,99.0, ,N, , ,RE,X,8,1956,12,2007,N,Electric Utility,1,X,SUB,NG,,,,,,,,,N,, ,,,,,,,,,Y,N
13781,Northern States Power Co - Minnesota,1912,High Bridge,MN,Ramsey,6,Conventional Steam Coal,ST,,S,X,X,,,163.2, ,172.1,172.1, ,N, , ,RE,X,4,1959,12,2007,N,Electric Utility,1,X,SUB,NG,,,,,,,,,N,, ,,,,,,,,,Y,N
13781,Northern States Power Co - Minnesota,1918,Minnesota Valley,MN,Chippewa,3,Natural Gas Steam Turbine,ST,,S,X,X,,,46.0, ,46.9,46.9, ,, , ,RE,X,9,1953,12,2006,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,,,,,,,,,,
13781,Northern States Power Co - Minnesota,1927,Riverside (MN),MN,Hennepin,8,Conventional Steam Coal,ST,,S,X,X,,,238.8, ,227.0,227.0, ,N, , ,RE,X,4,1964,4,2009,N,Electric Utility,1,X,SUB,PC,,,,,DFO,,,,N,, ,1H,,Y,,,,,,N,N
13781,Northern States Power Co - Minnesota,1932,West Fairbault,MN,Rice,1,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,16.2, ,17.0,13.0, ,N, , ,RE,X,9,1965,9,1981,N,Electric Utility,1,X,NG,,,,,,,,,,,, ,,,,,,,,,,
13781,Northern States Power Co - Minnesota,1932,West Fairbault,MN,Rice,2,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,16.2, ,15.9,19.9, ,, , ,RE,X,5,1965,12,2006,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,,,,,,,,,,
13781,Northern States Power Co - Minnesota,1932,West Fairbault,MN,Rice,3,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,16.2, ,13.5,17.9, ,, , ,RE,X,5,1965,12,2006,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,,,,,,,,,,
13781,Northern States Power Co - Minnesota,3334,Pathfinder,SD,Minnehaha,1,Natural Gas Steam Turbine,ST,,S,X,X,,,75.0, ,61.0,70.5, ,, , ,RE,X,0,1962,6,2001,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,,,,,,,,,,
13781,Northern States Power Co - Minnesota,4002,Dells,WI,Eau Claire,6,Conventional Hydroelectric,HY,,S,X,X,,,0.5, ,0.7,0.7,0.7,, , ,RE,X,0,1916,12,2007,N,Electric Utility,1,X,WAT,,,,,,,,,,N,N, ,10M,,,,,,,,,
13781,Northern States Power Co - Minnesota,4002,Dells,WI,Eau Claire,7,Conventional Hydroelectric,HY,,S,X,X,,,0.7, ,0.7,0.7,0.7,, , ,RE,X,0,1907,12,2007,N,Electric Utility,1,X,WAT,,,,,,,,,,N,N, ,,,,,,,,,,
13781,Northern States Power Co - Minnesota,6231,Apple River,WI,St Croix,2,Conventional Hydroelectric,HY,,S,X,X,,,0.8,1.000,1.0,1.0,1.0,N, , ,RE,X,0,1901,12,2006,N,Electric Utility,1,X,WAT,,,,,,,,,,N,, ,10M,,,,,,,,,
13781,Northern States Power Co - Minnesota,7377,United Health Care,MN,Hennepin,1,Petroleum Liquids,GT,,W,X,X,,,1.8,1.000,1.8,1.8,1.0,, , ,RE,X,7,1993,2,2008,N,Electric Utility,1,X,DFO,,,,,,,,,,N,N, ,,,,,,,,,,
13781,Northern States Power Co - Minnesota,7377,United Health Care,MN,Hennepin,2,Petroleum Liquids,GT,,W,X,X,,,1.8,1.000,1.8,1.8, ,, , ,RE,X,7,1993,2,2008,N,Electric Utility,1,X,DFO,,,,,,,,,,N,N, ,,,,,,,,,,
13781,Northern States Power Co - Minnesota,57048,Merricourt Wind Project,ND,LAMOURE,1,Onshore Wind Turbine,WT,,S,X,X,,,150.0, ,150.0,150.0, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,WND,,,,,,,,,,N,,100,,,,,,,,,,
13809,NorthWestern Energy - (SD),3343,Highmore,SD,Hyde,1,Petroleum Liquids,IC,,S,X,X,,,0.6,0.800,0.6,0.6,0.2,N, , ,RE,X,1,1948,6,2014,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,1H,,,,,,,,,
13809,NorthWestern Energy - (SD),3343,Highmore,SD,Hyde,2,Petroleum Liquids,IC,,S,X,X,,,1.3,0.800,1.3,1.3,0.5,N, , ,RE,X,1,1960,6,2014,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,1H,,,,,,,,,
13809,NorthWestern Energy - (SD),3343,Highmore,SD,Hyde,3,Petroleum Liquids,IC,,S,X,X,,,2.7,0.800,2.6,2.7,1.0,N, , ,RE,X,10,1970,6,2014,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,1H,,,,,,,,,
13809,NorthWestern Energy - (SD),3346,Mobile Unit,SD,Beadle,1,Petroleum Liquids,IC,,S,X,X,,,0.5, ,0.5,0.5, ,N, , ,RE,X,0,1955,9,2008,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,
13809,NorthWestern Energy - (SD),3347,Redfield,SD,Spink,1,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,1.3,0.800,1.3,1.3,0.5,N, , ,RE,X,9,1962,6,2014,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,1H,,,,,,,,N,Y
13809,NorthWestern Energy - (SD),3347,Redfield,SD,Spink,2,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,1.3,0.800,1.3,1.3,0.5,N, , ,RE,X,9,1962,6,2014,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,1H,,,,,,,,N,Y
13809,NorthWestern Energy - (SD),3347,Redfield,SD,Spink,3,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,1.3,0.800,1.3,1.3,0.5,N, , ,RE,X,9,1962,6,2014,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,1H,,,,,,,,N,Y
13809,NorthWestern Energy - (SD),3348,Webster IC,SD,Day,1,Petroleum Liquids,IC,,S,X,X,,,0.7, ,0.8,0.8, ,, , ,RE,X,0,1932,3,2002,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,
13809,NorthWestern Energy - (SD),3348,Webster IC,SD,Day,2,Petroleum Liquids,IC,,S,X,X,,,1.9, ,1.9,1.9, ,, , ,RE,X,6,1950,4,2004,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,
13809,NorthWestern Energy - (SD),7956,Future CT,SD,Hyde,1,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,28.0, ,24.0,28.0, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,,
13809,NorthWestern Energy - (SD),7956,Future CT,SD,Hyde,2,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,28.0, ,24.0,28.0, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,,
13870,"Nushagak Electric Coop, Inc",109,Dillingham,AK,Dillingham,3,Petroleum Liquids,IC,,S,X,X,,,0.3, ,0.3,0.3, ,N, , ,RE,X,1,1961,2,2009,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,,,,,,,,,,
13870,"Nushagak Electric Coop, Inc",109,Dillingham,AK,Dillingham,4,Petroleum Liquids,IC,,S,X,X,,,0.5, ,0.5,0.5, ,N, , ,RE,X,9,1967,5,2001,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,,,,,,,,,,
13870,"Nushagak Electric Coop, Inc",109,Dillingham,AK,Dillingham,5,Petroleum Liquids,IC,,S,X,X,,,0.7, ,0.7,0.7, ,N, , ,RE,X,12,1973,3,2007,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,,,,,,,,,,
13870,"Nushagak Electric Coop, Inc",109,Dillingham,AK,Dillingham,6,Petroleum Liquids,IC,,S,X,X,,,1.0, ,1.0,1.0, ,N, , ,RE,X,12,1976,10,2007,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,,,,,,,,,,
13870,"Nushagak Electric Coop, Inc",109,Dillingham,AK,Dillingham,8,Petroleum Liquids,IC,,S,X,X,,,0.8, ,0.8,0.8, ,N, , ,RE,X,3,1985,4,2006,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,,,,,,,,,,
13870,"Nushagak Electric Coop, Inc",109,Dillingham,AK,Dillingham,IC9,Petroleum Liquids,IC,,S,X,X,,,0.8, ,0.8,0.8, ,N, , ,RE,X,3,1985,3,2006,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,,,,,,,,,,
13902,NorthWestern Energy,2190,Milltown,MT,Missoula,1,Conventional Hydroelectric,HY,A031,S,X,X,,,0.6, ,2.6, , ,, , ,RE,X,8,1908,12,2007,N,Electric Utility,1,X,WAT,,,,,,,,,,,, ,,,,,,,,,,
13902,NorthWestern Energy,2190,Milltown,MT,Missoula,2,Conventional Hydroelectric,HY,A031,S,X,X,,,0.6, , , , ,, , ,RE,X,8,1908,12,2007,N,Electric Utility,1,X,WAT,,,,,,,,,,,, ,,,,,,,,,,
13902,NorthWestern Energy,2190,Milltown,MT,Missoula,3,Conventional Hydroelectric,HY,A031,S,X,X,,,0.6, , , , ,, , ,RE,X,8,1908,12,2007,N,Electric Utility,1,X,WAT,,,,,,,,,,,, ,,,,,,,,,,
13902,NorthWestern Energy,2190,Milltown,MT,Missoula,4,Conventional Hydroelectric,HY,A031,S,X,X,,,0.6, , , , ,, , ,RE,X,8,1909,12,2007,N,Electric Utility,1,X,WAT,,,,,,,,,,,, ,,,,,,,,,,
13902,NorthWestern Energy,2190,Milltown,MT,Missoula,5,Conventional Hydroelectric,HY,A031,S,X,X,,,0.6, , , , ,, , ,RE,X,8,1927,12,2007,N,Electric Utility,1,X,WAT,,,,,,,,,,,, ,,,,,,,,,,
13902,NorthWestern Energy,2193,Rainbow (MT),MT,Cascade,RAI1,Conventional Hydroelectric,HY,,S,X,X,,,4.5, ,4.0,4.0, ,, , ,RE,X,7,1910,4,2013,N,Electric Utility,1,X,WAT,,,,,,,,,,,, ,,,,,,,,,,
13902,NorthWestern Energy,2193,Rainbow (MT),MT,Cascade,RAI2,Conventional Hydroelectric,HY,,S,X,X,,,4.5, ,4.0,4.0, ,, , ,RE,X,7,1910,4,2013,N,Electric Utility,1,X,WAT,,,,,,,,,,,, ,,,,,,,,,,
13902,NorthWestern Energy,2193,Rainbow (MT),MT,Cascade,RAI3,Conventional Hydroelectric,HY,,S,X,X,,,4.0, ,4.0,4.0, ,, , ,RE,X,7,1910,4,2013,N,Electric Utility,1,X,WAT,,,,,,,,,,,, ,,,,,,,,,,
